Version,11.0
EXT Filename,C:\Users\shimadzu\Desktop\Experiment Data\xxk-graduate\txtfile\test1\sub12.csv
Date,
Records,238
Data Folder,
.OMM Filename,
.PROT Filename,60-60-60.pro
Gain Pattern Filename,
Start Time,Protocol Type,Pre.Rest,Task,Pos.Rest
00:00:01.87,1,45.000000,45.000000,0.000000
00:00:03.85,11,45.000000,45.000000,0.000000
00:00:05.69,1,45.000000,45.000000,0.000000
00:00:07.74,11,45.000000,45.000000,0.000000
00:00:12.53,1,45.000000,45.000000,0.000000
00:00:14.51,11,45.000000,45.000000,0.000000
00:00:16.63,1,45.000000,45.000000,0.000000
00:00:18.61,11,45.000000,45.000000,0.000000
00:00:22.79,1,45.000000,45.000000,0.000000
00:00:24.88,11,45.000000,45.000000,0.000000
00:00:26.17,1,45.000000,45.000000,0.000000
00:00:28.19,11,45.000000,45.000000,0.000000
00:00:29.27,1,45.000000,45.000000,0.000000
00:00:31.28,11,45.000000,45.000000,0.000000
00:00:36.25,1,45.000000,45.000000,0.000000
00:00:38.23,11,45.000000,45.000000,0.000000
00:00:39.85,1,45.000000,45.000000,0.000000
00:00:41.94,11,45.000000,45.000000,0.000000
00:00:43.27,1,45.000000,45.000000,0.000000
00:00:45.32,11,45.000000,45.000000,0.000000
00:00:46.94,1,45.000000,45.000000,0.000000
00:00:49.03,11,45.000000,45.000000,0.000000
00:00:51.77,1,45.000000,45.000000,0.000000
00:00:53.82,11,45.000000,45.000000,0.000000
00:00:55.66,1,45.000000,45.000000,0.000000
00:00:57.71,11,45.000000,45.000000,0.000000
00:01:00.98,1,45.000000,45.000000,0.000000
00:01:03.07,11,45.000000,45.000000,0.000000
00:01:07.86,1,45.000000,45.000000,0.000000
00:01:09.95,11,45.000000,45.000000,0.000000
00:01:12.36,2,45.000000,45.000000,0.000000
00:01:14.38,22,45.000000,45.000000,0.000000
00:01:16.50,2,45.000000,45.000000,0.000000
00:01:18.55,22,45.000000,45.000000,0.000000
00:01:20.82,2,45.000000,45.000000,0.000000
00:01:22.80,22,45.000000,45.000000,0.000000
00:01:24.20,2,45.000000,45.000000,0.000000
00:01:26.18,22,45.000000,45.000000,0.000000
00:01:28.09,2,45.000000,45.000000,0.000000
00:01:30.07,22,45.000000,45.000000,0.000000
00:01:33.20,2,45.000000,45.000000,0.000000
00:01:35.29,22,45.000000,45.000000,0.000000
00:01:36.91,2,45.000000,45.000000,0.000000
00:01:38.89,22,45.000000,45.000000,0.000000
00:01:40.40,2,45.000000,45.000000,0.000000
00:01:42.38,22,45.000000,45.000000,0.000000
00:01:43.57,2,45.000000,45.000000,0.000000
00:01:45.55,22,45.000000,45.000000,0.000000
00:01:46.45,2,45.000000,45.000000,0.000000
00:01:48.43,22,45.000000,45.000000,0.000000
00:01:50.56,2,45.000000,45.000000,0.000000
00:01:52.54,22,45.000000,45.000000,0.000000
00:01:54.05,2,45.000000,45.000000,0.000000
00:01:56.03,22,45.000000,45.000000,0.000000
00:01:57.72,2,45.000000,45.000000,0.000000
00:01:59.70,22,45.000000,45.000000,0.000000
00:02:01.82,2,45.000000,45.000000,0.000000
00:02:03.95,22,45.000000,45.000000,0.000000
00:02:05.53,2,45.000000,45.000000,0.000000
00:02:07.58,22,45.000000,45.000000,0.000000
00:02:08.84,3,45.000000,45.000000,0.000000
00:02:10.86,33,45.000000,45.000000,0.000000
00:02:12.30,3,45.000000,45.000000,0.000000
00:02:14.39,33,45.000000,45.000000,0.000000
00:02:17.99,3,45.000000,45.000000,0.000000
00:02:19.97,33,45.000000,45.000000,0.000000
