Version,11.0
EXT Filename,C:\Users\shimadzu\Desktop\Experiment Data\xxk-graduate\txtfile\test1\sub8.csv
Date,
Records,240
Data Folder,
.OMM Filename,
.PROT Filename,60-60-60.pro
Gain Pattern Filename,
Start Time,Protocol Type,Pre.Rest,Task,Pos.Rest
00:00:01.87,1,45.000000,45.000000,0.000000
00:00:04.00,11,45.000000,45.000000,0.000000
00:00:06.12,1,45.000000,45.000000,0.000000
00:00:08.21,11,45.000000,45.000000,0.000000
00:00:10.15,1,45.000000,45.000000,0.000000
00:00:12.13,11,45.000000,45.000000,0.000000
00:00:13.21,1,45.000000,45.000000,0.000000
00:00:15.26,11,45.000000,45.000000,0.000000
00:00:17.03,1,45.000000,45.000000,0.000000
00:00:19.12,11,45.000000,45.000000,0.000000
00:00:21.02,1,45.000000,45.000000,0.000000
00:00:23.15,11,45.000000,45.000000,0.000000
00:00:24.44,1,45.000000,45.000000,0.000000
00:00:26.53,11,45.000000,45.000000,0.000000
00:00:28.58,1,45.000000,45.000000,0.000000
00:00:30.56,11,45.000000,45.000000,0.000000
00:00:32.18,1,45.000000,45.000000,0.000000
00:00:34.27,11,45.000000,45.000000,0.000000
00:00:35.78,1,45.000000,45.000000,0.000000
00:00:37.76,11,45.000000,45.000000,0.000000
00:00:39.38,1,45.000000,45.000000,0.000000
00:00:41.47,11,45.000000,45.000000,0.000000
00:00:43.27,1,45.000000,45.000000,0.000000
00:00:45.29,11,45.000000,45.000000,0.000000
00:00:46.91,1,45.000000,45.000000,0.000000
00:00:48.96,11,45.000000,45.000000,0.000000
00:00:50.40,1,45.000000,45.000000,0.000000
00:00:52.38,11,45.000000,45.000000,0.000000
00:00:54.22,1,45.000000,45.000000,0.000000
00:00:56.20,11,45.000000,45.000000,0.000000
00:00:57.60,2,45.000000,45.000000,0.000000
00:00:59.69,22,45.000000,45.000000,0.000000
00:01:00.98,2,45.000000,45.000000,0.000000
00:01:03.11,22,45.000000,45.000000,0.000000
00:01:04.51,2,45.000000,45.000000,0.000000
00:01:06.56,22,45.000000,45.000000,0.000000
00:01:08.40,2,45.000000,45.000000,0.000000
00:01:10.38,22,45.000000,45.000000,0.000000
00:01:11.71,2,45.000000,45.000000,0.000000
00:01:13.69,22,45.000000,45.000000,0.000000
00:01:15.20,2,45.000000,45.000000,0.000000
00:01:17.29,22,45.000000,45.000000,0.000000
00:01:19.70,2,45.000000,45.000000,0.000000
00:01:21.72,22,45.000000,45.000000,0.000000
00:01:22.94,2,45.000000,45.000000,0.000000
00:01:25.00,22,45.000000,45.000000,0.000000
00:01:26.40,2,45.000000,45.000000,0.000000
00:01:28.49,22,45.000000,45.000000,0.000000
00:01:29.82,2,45.000000,45.000000,0.000000
00:01:31.84,22,45.000000,45.000000,0.000000
00:01:33.64,2,45.000000,45.000000,0.000000
00:01:35.72,22,45.000000,45.000000,0.000000
00:01:37.42,2,45.000000,45.000000,0.000000
00:01:39.54,22,45.000000,45.000000,0.000000
00:01:40.94,2,45.000000,45.000000,0.000000
00:01:42.92,22,45.000000,45.000000,0.000000
00:01:44.22,2,45.000000,45.000000,0.000000
00:01:46.24,22,45.000000,45.000000,0.000000
00:01:47.64,2,45.000000,45.000000,0.000000
00:01:49.62,22,45.000000,45.000000,0.000000
00:01:50.30,3,45.000000,45.000000,0.000000
00:01:52.36,33,45.000000,45.000000,0.000000
00:01:53.22,3,45.000000,45.000000,0.000000
00:01:55.31,33,45.000000,45.000000,0.000000
00:01:56.28,3,45.000000,45.000000,0.000000
00:01:58.26,33,45.000000,45.000000,0.000000
00:01:59.38,3,45.000000,45.000000,0.000000
00:02:01.46,33,45.000000,45.000000,0.000000
00:02:02.36,3,45.000000,45.000000,0.000000
00:02:04.45,33,45.000000,45.000000,0.000000
00:02:05.24,3,45.000000,45.000000,0.000000
00:02:07.22,33,45.000000,45.000000,0.000000
00:02:08.12,3,45.000000,45.000000,0.000000
00:02:10.14,33,45.000000,45.000000,0.000000
00:02:10.90,3,45.000000,45.000000,0.000000
00:02:12.88,33,45.000000,45.000000,0.000000
00:02:13.88,3,45.000000,45.000000,0.000000
00:02:15.90,33,45.000000,45.000000,0.000000
00:02:17.38,3,45.000000,45.000000,0.000000
00:02:19.50,33,45.000000,45.000000,0.000000
00:02:20.69,3,45.000000,45.000000,0.000000
00:02:22.78,33,45.000000,45.000000,0.000000
00:02:24.07,3,45.000000,45.000000,0.000000
00:02:26.12,33,45.000000,45.000000,0.000000
00:02:27.67,3,45.000000,45.000000,0.000000
00:02:29.65,33,45.000000,45.000000,0.000000
00:02:31.38,3,45.000000,45.000000,0.000000
00:02:33.40,33,45.000000,45.000000,0.000000
00:02:35.30,3,45.000000,45.000000,0.000000
00:02:37.28,33,45.000000,45.000000,0.000000
00:02:38.69,1,45.000000,45.000000,0.000000
00:02:40.81,11,45.000000,45.000000,0.000000
00:02:42.29,1,45.000000,45.000000,0.000000
00:02:44.27,11,45.000000,45.000000,0.000000
