Version,11.0
EXT Filename,C:\Users\shimadzu\Desktop\Experiment Data\xxk-graduate\txtfile\test1\sub7.csv
Date,
Records,240
Data Folder,
.OMM Filename,
.PROT Filename,60-60-60.pro
Gain Pattern Filename,
Start Time,Protocol Type,Pre.Rest,Task,Pos.Rest
00:00:01.80,1,45.000000,45.000000,0.000000
00:00:03.92,11,45.000000,45.000000,0.000000
00:00:05.62,1,45.000000,45.000000,0.000000
00:00:07.63,11,45.000000,45.000000,0.000000
00:00:11.09,1,45.000000,45.000000,0.000000
00:00:13.10,11,45.000000,45.000000,0.000000
00:00:14.83,1,45.000000,45.000000,0.000000
00:00:16.81,11,45.000000,45.000000,0.000000
00:00:18.36,1,45.000000,45.000000,0.000000
00:00:20.41,11,45.000000,45.000000,0.000000
00:00:21.89,1,45.000000,45.000000,0.000000
00:00:23.94,11,45.000000,45.000000,0.000000
00:00:25.38,1,45.000000,45.000000,0.000000
00:00:27.40,11,45.000000,45.000000,0.000000
00:00:29.52,1,45.000000,45.000000,0.000000
00:00:31.50,11,45.000000,45.000000,0.000000
00:00:32.87,1,45.000000,45.000000,0.000000
00:00:34.92,11,45.000000,45.000000,0.000000
00:00:36.43,1,45.000000,45.000000,0.000000
00:00:38.41,11,45.000000,45.000000,0.000000
00:00:40.14,1,45.000000,45.000000,0.000000
00:00:42.23,11,45.000000,45.000000,0.000000
00:00:43.63,1,45.000000,45.000000,0.000000
00:00:45.65,11,45.000000,45.000000,0.000000
00:00:47.05,1,45.000000,45.000000,0.000000
00:00:49.07,11,45.000000,45.000000,0.000000
00:00:50.26,1,45.000000,45.000000,0.000000
00:00:52.34,11,45.000000,45.000000,0.000000
00:00:53.68,1,45.000000,45.000000,0.000000
00:00:55.69,11,45.000000,45.000000,0.000000
00:00:57.10,2,45.000000,45.000000,0.000000
00:00:59.08,22,45.000000,45.000000,0.000000
00:01:00.41,2,45.000000,45.000000,0.000000
00:01:02.39,22,45.000000,45.000000,0.000000
00:01:03.94,2,45.000000,45.000000,0.000000
00:01:05.99,22,45.000000,45.000000,0.000000
00:01:07.10,2,45.000000,45.000000,0.000000
00:01:09.23,22,45.000000,45.000000,0.000000
00:01:10.63,2,45.000000,45.000000,0.000000
00:01:12.61,22,45.000000,45.000000,0.000000
00:01:13.94,2,45.000000,45.000000,0.000000
00:01:16.03,22,45.000000,45.000000,0.000000
00:01:17.54,2,45.000000,45.000000,0.000000
00:01:19.52,22,45.000000,45.000000,0.000000
00:01:20.86,2,45.000000,45.000000,0.000000
00:01:22.94,22,45.000000,45.000000,0.000000
00:01:26.83,2,45.000000,45.000000,0.000000
00:01:28.92,22,45.000000,45.000000,0.000000
00:01:30.14,2,45.000000,45.000000,0.000000
00:01:32.23,22,45.000000,45.000000,0.000000
00:01:33.46,2,45.000000,45.000000,0.000000
00:01:35.44,22,45.000000,45.000000,0.000000
00:01:36.55,2,45.000000,45.000000,0.000000
00:01:38.60,22,45.000000,45.000000,0.000000
00:01:40.04,2,45.000000,45.000000,0.000000
00:01:42.06,22,45.000000,45.000000,0.000000
00:01:43.68,2,45.000000,45.000000,0.000000
00:01:45.73,22,45.000000,45.000000,0.000000
00:01:46.99,2,45.000000,45.000000,0.000000
00:01:49.08,22,45.000000,45.000000,0.000000
00:01:49.66,3,45.000000,45.000000,0.000000
00:01:51.78,33,45.000000,45.000000,0.000000
00:01:52.90,3,45.000000,45.000000,0.000000
00:01:55.02,33,45.000000,45.000000,0.000000
00:01:55.70,3,45.000000,45.000000,0.000000
00:01:57.76,33,45.000000,45.000000,0.000000
00:01:58.58,3,45.000000,45.000000,0.000000
00:02:00.67,33,45.000000,45.000000,0.000000
00:02:01.36,3,45.000000,45.000000,0.000000
00:02:03.41,33,45.000000,45.000000,0.000000
00:02:04.06,3,45.000000,45.000000,0.000000
00:02:06.04,33,45.000000,45.000000,0.000000
00:02:06.65,3,45.000000,45.000000,0.000000
00:02:08.70,33,45.000000,45.000000,0.000000
00:02:09.20,3,45.000000,45.000000,0.000000
00:02:11.22,33,45.000000,45.000000,0.000000
00:02:12.05,3,45.000000,45.000000,0.000000
00:02:14.10,33,45.000000,45.000000,0.000000
00:02:15.29,3,45.000000,45.000000,0.000000
00:02:17.30,33,45.000000,45.000000,0.000000
00:02:18.71,3,45.000000,45.000000,0.000000
00:02:20.72,33,45.000000,45.000000,0.000000
00:02:21.91,3,45.000000,45.000000,0.000000
00:02:23.89,33,45.000000,45.000000,0.000000
00:02:25.01,3,45.000000,45.000000,0.000000
00:02:27.13,33,45.000000,45.000000,0.000000
00:02:28.43,3,45.000000,45.000000,0.000000
00:02:30.52,33,45.000000,45.000000,0.000000
00:02:32.14,3,45.000000,45.000000,0.000000
00:02:34.26,33,45.000000,45.000000,0.000000
00:02:35.34,1,45.000000,45.000000,0.000000
00:02:37.43,11,45.000000,45.000000,0.000000
00:02:38.83,1,45.000000,45.000000,0.000000
00:02:40.85,11,45.000000,45.000000,0.000000
00:02:43.30,1,45.000000,45.000000,0.000000
00:02:45.35,11,45.000000,45.000000,0.000000
00:02:47.40,1,45.000000,45.000000,0.000000
00:02:49.42,11,45.000000,45.000000,0.000000
00:02:50.50,1,45.000000,45.000000,0.000000
00:02:52.51,11,45.000000,45.000000,0.000000
00:02:54.53,1,45.000000,45.000000,0.000000
00:02:56.51,11,45.000000,45.000000,0.000000
00:02:57.62,1,45.000000,45.000000,0.000000
00:02:59.68,11,45.000000,45.000000,0.000000
00:03:00.72,1,45.000000,45.000000,0.000000
00:03:02.81,11,45.000000,45.000000,0.000000
00:03:04.54,1,45.000000,45.000000,0.000000
00:03:06.52,11,45.000000,45.000000,0.000000
00:03:07.70,1,45.000000,45.000000,0.000000
00:03:09.72,11,45.000000,45.000000,0.000000
00:03:11.02,1,45.000000,45.000000,0.000000
00:03:13.00,11,45.000000,45.000000,0.000000
00:03:14.22,1,45.000000,45.000000,0.000000
00:03:16.24,11,45.000000,45.000000,0.000000
00:03:17.75,1,45.000000,45.000000,0.000000
00:03:19.84,11,45.000000,45.000000,0.000000
00:03:21.13,1,45.000000,45.000000,0.000000
00:03:23.18,11,45.000000,45.000000,0.000000
00:03:24.55,1,45.000000,45.000000,0.000000
00:03:26.53,11,45.000000,45.000000,0.000000
00:03:27.76,4,45.000000,45.000000,0.000000
00:03:29.77,44,45.000000,45.000000,0.000000
00:03:31.07,4,45.000000,45.000000,0.000000
00:03:33.08,44,45.000000,45.000000,0.000000
00:03:34.38,4,45.000000,45.000000,0.000000
00:03:36.36,44,45.000000,45.000000,0.000000
00:03:37.66,4,45.000000,45.000000,0.000000
00:03:39.74,44,45.000000,45.000000,0.000000
00:03:40.90,4,45.000000,45.000000,0.000000
00:03:42.88,44,45.000000,45.000000,0.000000
00:03:44.28,4,45.000000,45.000000,0.000000
00:03:46.33,44,45.000000,45.000000,0.000000
00:03:47.45,4,45.000000,45.000000,0.000000
00:03:49.46,44,45.000000,45.000000,0.000000
00:03:50.65,4,45.000000,45.000000,0.000000
